/stvr/probabilistic-coupling-experiment/datacollection
Archive:  mockito.zip
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.debugging.WarningsPrinterImpl.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.verification.checkers.NumberOfInvocationsChecker.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.matchers.GreaterOrEqual.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.progress.MockingProgressImpl.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.stubbing.MockitoStubber.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.creation.jmock.SearchingClassLoader.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.MockitoAnnotations.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.util.ObjectMethodsGuru.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.matchers.apachecommons.EqualsBuilder.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.progress.ThreadSafeMockingProgress.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.verification.checkers.MissingInvocationInOrderChecker.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.util.reflection.AccessibilityChanger.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.matchers.MatchersPrinter.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.matchers.NotNull.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.matchers.EndsWith.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.util.MockUtil.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.creation.SerializableMockitoMethodProxy.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.matchers.LessThan.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.configuration.GlobalConfiguration.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.stubbing.answers.AnswersValidator.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.matchers.LocalizedMatcher.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.stubbing.BaseStubbing.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.util.MockName.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.stubbing.StubbedInvocationMatcher.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.invocation.Invocation.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.invocation.MatchersBinder.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.creation.MethodInterceptorFilter.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.progress.HandyReturnValues.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.creation.DelegatingMethod.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.exceptions.Reporter.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.verification.checkers.AtLeastXNumberOfInvocationsChecker.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.matchers.InstanceOf.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.matchers.LessOrEqual.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNulls.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.verification.checkers.MissingInvocationChecker.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.invocation.InvocationMatcher.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.util.Decamelizer.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.matchers.And.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.invocation.SerializableMethod.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.matchers.CompareTo.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.matchers.CompareEqual.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.invocation.AllInvocationsFinder.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.stubbing.defaultanswers.ReturnsEmptyValues.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.matchers.Find.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.debugging.DebuggingInfo.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.util.CreationValidator.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.matchers.Null.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.creation.jmock.ClassImposterizer.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNulls$ThrowingInterceptor.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.progress.ArgumentMatcherStorageImpl.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.stubbing.defaultanswers.ReturnsMoreEmptyValues.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.MockHandler.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.matchers.GreaterThan.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.runners.util.TestMethodsFinder.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.matchers.Matches.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.invocation.InvocationsFinder$RemoveUnverifiedInOrder.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.matchers.Same.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.stubbing.answers.ThrowsException.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.MockitoCore.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.matchers.Not.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.creation.jmock.ClassImposterizer$2.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.verification.AtMost.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.creation.MockSettingsImpl.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.internal.runners.RunnerFactory.spectra  
  inflating: mockito/35b/jaguar/.jaguar/spectra/org.mockito.exceptions.Pluralizer.spectra  
   creating: mockito/35b/jaguar/.jaguar/matrix/
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.CompareEqual.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.util.StringJoiner.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.exceptions.base.StackTraceFilter.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.misusing.NullInsteadOfMockException.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.invocation.SerializableMethod.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.IMockHandler.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.BDDMockito$BDDMyOngoingStubbing.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.stubbing.OngoingStubbing.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.runners.ConsoleSpammingMockitoJUnitRunner.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.ContainsExtraTypeInformation.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.creation.jmock.SerializableNoOp.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.invocation.ArgumentsComparator.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.BDDMockito$BDDStubberImpl.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.ArgumentMatcher.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.base.MockitoAssertionError.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.verification.SmartNullPointerException.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.NotNull.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.invocation.realmethod.FilteredCGLIBProxyRealMethod.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.Pluralizer.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.ReturnValues.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.runners.JUnit45AndHigherRunnerImpl.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.creation.DelegatingMockitoMethodProxy.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.StartsWith.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.invocation.InvocationOnMock.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.configuration.AnnotationEngine.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.base.MockitoException.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.LessOrEqual.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.creation.jmock.ClassImposterizer.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.stubbing.answers.Returns.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.verification.checkers.MissingInvocationChecker.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.invocation.realmethod.HasCGLIBMethodProxy.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.util.MockitoLoggerImpl.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.verification.checkers.AtLeastXNumberOfInvocationsChecker.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.Mock.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.stubbing.answers.ThrowsException.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.verification.checkers.MissingInvocationInOrderChecker.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.verification.ArgumentsAreDifferent.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.invocation.InvocationsFinder.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.misusing.MockitoConfigurationException.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.progress.ThreadSafeMockingProgress.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.stubbing.VoidMethodStubbableImpl.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.configuration.IMockitoConfiguration.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.verification.VerificationModeFactory.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.creation.ClassNameFinder.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.invocation.AllInvocationsFinder.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.Discrepancy.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.EndsWith.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.verification.RegisteredInvocations$1.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.stubbing.answers.CallsRealMethods.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.creation.AbstractMockitoMethodProxy.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.util.reflection.FieldCopier.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.invocation.MatchersBinder.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.MatchersPrinter.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.verification.WantedButNotInvoked.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.util.MockitoLogger.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.creation.jmock.ClassImposterizer$1.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.CapturingMatcher.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.invocation.InvocationMarker.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.configuration.ClassPathLoader.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.verification.junit.JUnitTool.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNulls$1.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.stubbing.answers.DoesNothing.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.invocation.InvocationMatcher.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.util.reflection.AccessibilityChanger.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.invocation.CapturesArgumensFromInvocation.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.BDDMockito$BDDOngoingStubbingImpl.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.runners.util.FrameworkUsageValidator.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.LessThan.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.stubbing.ConsecutiveStubbing.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.invocation.realmethod.RealMethod.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.debugging.DebuggingInfo$1.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.misusing.NotAMockException.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.MockHandler.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.Null.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.stubbing.defaultanswers.ReturnsMoreEmptyValues.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.stubbing.Answer.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.reporting.PrintSettings.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.verification.InOrderWrapper.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.MatcherDecorator.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.CompareTo.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.verification.NoInteractionsWanted.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.verification.checkers.NumberOfInvocationsInOrderChecker.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.InOrderImpl.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.creation.MockitoMethodProxy.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.progress.IOngoingStubbing.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.stubbing.OngoingStubbingImpl.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.stubbing.defaultanswers.ReturnsMocks.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.runners.util.RunnerProvider.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.verification.NeverWantedButInvoked.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.creation.cglib.MockitoNamingPolicy.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.reporting.PrintingFriendlyInvocation.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.stubbing.StubbedInvocationMatcher.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.Or.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.Not.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.InOrder.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.invocation.InvocationsFinder$RemoveUnverifiedInOrder.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.Equals$1.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.util.reflection.Whitebox.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.invocation.realmethod.CGLIBProxyRealMethod.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.runners.RunnerFactory.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.verification.api.VerificationMode.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.verification.TooLittleActualInvocations.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.util.Primitives.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.runners.MockitoJUnit44Runner.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.BDDMockito$BDDStubber.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.misusing.UnfinishedVerificationException.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.progress.ArgumentMatcherStorage.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.runners.JUnit44RunnerImpl.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.AnyVararg.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.GreaterOrEqual.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.invocation.AllInvocationsFinder$1.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.creation.cglib.CGLIBHacker.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.configuration.GlobalConfiguration.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.stubbing.VoidMethodStubbable.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.util.reflection.LenientCopyTool.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.debugging.DebuggingInfo.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.creation.jmock.ClassImposterizer$ClassWithSuperclassToWorkAroundCglibBug.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.ArrayEquals.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.creation.jmock.ClassImposterizer$2.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.verification.VerificationDataImpl.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.Equals.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.configuration.DefaultMockitoConfiguration.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.Any.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNulls.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.util.ListUtil$Filter.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.verification.checkers.AtLeastDiscrepancy.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.runners.util.TestMethodsFinder.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.verification.checkers.AtLeastXNumberOfInvocationsInOrderChecker.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.verification.NoMoreInteractions.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.misusing.UnfinishedStubbingException.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.MockitoCore.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.stubbing.StubberImpl.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.apachecommons.EqualsBuilder.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.PrintableInvocation.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.verification.TooManyActualInvocations.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.runners.MockitoJUnitRunner.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.verification.api.VerificationData.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.debugging.Localized.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.verification.api.VerificationInOrderMode.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.BDDMockito.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.Contains.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.MockSettings.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.AdditionalMatchers.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.MockitoAnnotations.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.exceptions.misusing.MissingMethodInvocationException.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.runners.VerboseMockitoJUnitRunner$1.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.verification.Times.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.matchers.CapturesArguments.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.creation.DelegatingMethod.matrix  
  inflating: mockito/35b/jaguar/.jaguar/matrix/org.mockito.internal.invocation.InvocationsFinder$1.matrix  
